name,num_years,year,industry,sector,country,headquarters_state,headquarters_city,market_value_mil,market_value_currency,revenue_mil,revenue_currency,profit_mil,profit_currency,asset_mil,asset_currency,employees,employees_metric
Ross Stores,9,2022,Specialty Retailers: Apparel,Retailing,USA,CA,Dublin,31742.0,USD,18916.0,USD,1723.0,USD,13640.0,USD,100000.0,employees
Ross Stores,9,2021,Specialty Retailers: Apparel,Retailing,USA,CA,Dublin,42751.0,USD,12532.0,USD,85.0,USD,12718.0,USD,93700.0,employees
"Ross Stores, Inc.",12,2014,Specialty Retailers: Apparel,,USA,CA,,15242.0,USD,10230.0,USD,837.0,USD,3897.0,USD,,employees
"Ross Stores, Inc.",12,2013,Specialty Retailers: Apparel,,USA,CA,,1333.75,USD,972.11,USD,786.8,USD,367.06,USD,,employees
"Ross Stores, Inc.",12,2012,Specialty Retailers: Apparel,,USA,CA,Pleasanton,,USD,8608.3,USD,,USD,,USD,,employees
Ryder System,10,2023,Transportation and Logistics,Transportation,USA,FL,Miami,4147.0,USD,12011.0,USD,867.0,USD,14395.0,USD,48300.0,employees
Ryder System,10,2022,Transportation and Logistics,Transportation,USA,FL,Miami,4055.0,USD,9663.0,USD,519.0,USD,13834.0,USD,42800.0,employees
Ryder System,10,2021,"Trucking, Truck Leasing",Transportation,USA,FL,Miami,4072.0,USD,8420.0,USD,122.0,USD,12932.0,USD,39000.0,employees
"Ryder System, Inc.",18,2014,"Trucking, Truck Leasing",,USA,FL,,4240.0,USD,6419.0,USD,238.0,USD,9104.0,USD,,employees
"Ryder System, Inc.",18,2013,"Trucking, Truck Leasing",,USA,FL,,307.58,USD,62.57,USD,210.0,USD,83.19,USD,,employees
"Ryder System, Inc.",18,2012,"Trucking, Truck Leasing",,USA,FL,Miami,,USD,6050.5,USD,,USD,,USD,,employees
SCANA Corporation,11,2011,Utilities: Gas and Electric,,USA,SC,Cayce,,USD,4601.0,USD,,USD,,USD,,employees
SCANA Corporation,11,2010,Utilities: Gas and Electric,,USA,SC,Cayce,,USD,4237.0,USD,,USD,,USD,,employees
SCANA Corporation,11,2009,Utilities: Gas and Electric,,USA,SC,Columbia,,USD,5319.0,USD,,USD,,USD,,employees
SLM Corporation,12,2014,Diversified Financials,,USA,DE,,10494.0,USD,6263.0,USD,1418.0,USD,159543.0,USD,,employees
SLM Corporation,12,2013,Diversified Financials,,USA,DE,,929.35,USD,61.1,USD,939.0,USD,1812.6,USD,,employees
SLM Corporation,12,2012,Diversified Financials,,USA,DE,Newark,,USD,5756.0,USD,,USD,,USD,,employees
SPX Corporation,12,2013,Industrial Machinery,,USA,NC,,37.1,USD,592.52,USD,259.2,USD,713.01,USD,,employees
SPX Corporation,12,2012,Industrial Machinery,,USA,NC,Charlotte,,USD,5461.9,USD,,USD,,USD,,employees
SPX Corporation,12,2011,Industrial Machinery,,USA,NC,Charlotte,,USD,4892.7,USD,,USD,,USD,,employees
Safeco Corporation,12,2008,Insurance: Property and Casualty (Stock),,USA,WA,Seattle,,USD,6208.8,USD,,USD,,USD,,employees
Safeco Corporation,12,2007,Insurance: Property and Casualty (Stock),,USA,WA,Seattle,,USD,6289.9,USD,,USD,,USD,,employees
Safeco Corporation,12,2006,Insurance: Property and Casualty (Stock),,USA,WA,,,USD,6351.1,USD,,USD,,USD,,employees
Safeway Inc.,18,2014,Food & Drug Stores,,USA,CA,,8507.0,USD,42982.0,USD,3508.0,USD,17220.0,USD,,employees
Safeway Inc.,18,2013,Food & Drug Stores,,USA,CA,,6313.5,USD,44206.5,USD,596.5,USD,14657.0,USD,,employees
Safeway Inc.,18,2012,Food & Drug Stores,,USA,CA,Pleasanton,,USD,43630.2,USD,,USD,,USD,,employees
Sanmina,11,2023,Semiconductors and Other Electronic Components,Technology,USA,CA,San Jose,3559.0,USD,7891.0,USD,256.0,USD,4860.0,USD,36000.0,employees
Sanmina,11,2022,Semiconductors and Other Electronic Components,Technology,USA,CA,San Jose,2569.0,USD,6757.0,USD,269.0,USD,4207.0,USD,33500.0,employees
Sanmina,11,2021,Semiconductors and Other Electronic Components,Technology,USA,CA,San Jose,2687.0,USD,6960.0,USD,140.0,USD,3773.0,USD,33500.0,employees
Sanmina-SCI Corporation,10,2012,Semiconductors and Other Electronic Components,,USA,CA,San Jose,,USD,6602.4,USD,,USD,,USD,,employees
Sanmina-SCI Corporation,10,2011,Semiconductors and Other Electronic Components,,USA,CA,San Jose,,USD,6318.7,USD,,USD,,USD,,employees
Sanmina-SCI Corporation,10,2010,Semiconductors and Other Electronic Components,,USA,CA,San Jose,,USD,5177.5,USD,,USD,,USD,,employees
Sara Lee Corporation,17,2012,Food Consumer Products,,USA,IL,Downers Grove,,USD,12103.0,USD,,USD,,USD,,employees
Sara Lee Corporation,17,2011,Food Consumer Products,,USA,IL,Downers Grove,,USD,12919.0,USD,,USD,,USD,,employees
Sara Lee Corporation,17,2010,Food Consumer Products,,USA,IL,Downers Grove,,USD,12881.0,USD,,USD,,USD,,employees
Schering-Plough Corporation,14,2009,Pharmaceuticals,,USA,NJ,Kenilworth,,USD,18502.0,USD,,USD,,USD,,employees
Schering-Plough Corporation,14,2008,Pharmaceuticals,,USA,NJ,Kenilworth,,USD,12690.0,USD,,USD,,USD,,employees
Schering-Plough Corporation,14,2007,Pharmaceuticals,,USA,NJ,Kenilworth,,USD,10594.0,USD,,USD,,USD,,employees
Sealed Air Corporation,13,2014,"Packaging, Containers",,USA,NJ,,6449.0,USD,7780.0,USD,124.0,USD,9134.0,USD,,employees
Sealed Air Corporation,13,2013,"Packaging, Containers",,USA,NJ,,469.17,USD,792.16,USD,-1410.3,USD,943.72,USD,,employees
Sealed Air Corporation,13,2012,"Packaging, Containers",,USA,NJ,Elmwood Park,,USD,5640.9,USD,,USD,,USD,,employees
Sempra Energy,21,2019,Utilities: Gas and Electric,Energy,USA,CA,San Diego,34509.0,USD,11687.0,USD,1049.0,USD,60638.0,USD,16823.0,employees
Sempra Energy,21,2018,Utilities: Gas and Electric,Energy,USA,CA,San Diego,29351.0,USD,11207.0,USD,256.0,USD,50454.0,USD,16046.0,employees
Sempra Energy,21,2017,Utilities: Gas and Electric,Energy,USA,CA,San Diego,27692.0,USD,10183.0,USD,1370.0,USD,47786.0,USD,16575.0,employees
"Smith International, Inc.",9,2010,"Oil and Gas Equipment, Services",,USA,TX,Houston,,USD,8218.6,USD,,USD,,USD,,employees
"Smith International, Inc.",9,2009,"Oil and Gas Equipment, Services",,USA,TX,Houston,,USD,10770.8,USD,,USD,,USD,,employees
"Smith International, Inc.",9,2008,"Oil and Gas Equipment, Services",,USA,TX,Houston,,USD,8764.3,USD,,USD,,USD,,employees
"Smithfield Foods, Inc.",13,2014,Food Production,,USA,VA,,,USD,13221.0,USD,184.0,USD,7716.0,USD,,employees
"Smithfield Foods, Inc.",13,2013,Food Production,,USA,VA,,367.45,USD,1309.43,USD,361.3,USD,742.22,USD,,employees
"Smithfield Foods, Inc.",13,2012,Food Production,,USA,VA,Smithfield,,USD,12202.7,USD,,USD,,USD,,employees
Smurfit-Stone Container Corporation,13,2011,"Packaging, Containers",,USA,IL,Chicago,,USD,6286.0,USD,,USD,,USD,,employees
Smurfit-Stone Container Corporation,13,2010,"Packaging, Containers",,USA,IL,Chicago,,USD,5574.0,USD,,USD,,USD,,employees
Smurfit-Stone Container Corporation,13,2009,"Packaging, Containers",,USA,IL,Chicago,,USD,7042.0,USD,,USD,,USD,,employees
Solectron Corporation,11,2007,Semiconductors and Other Electronic Components,,USA,CA,Milpitas,,USD,10560.7,USD,,USD,,USD,,employees
Solectron Corporation,11,2006,Semiconductors and Other Electronic Components,,USA,CA,,,USD,10456.3,USD,,USD,,USD,,employees
Solectron Corporation,11,2005,Semiconductors and Other Electronic Components,,USA,CA,,,USD,12903.2,USD,,USD,,USD,,employees
Sonic Automotive,10,2023,"Automotive Retailing, Services",Retailing,USA,NC,Charlotte,1930.0,USD,14001.0,USD,89.0,USD,4978.0,USD,10300.0,employees
Sonic Automotive,10,2022,"Automotive Retailing, Services",Retailing,USA,NC,Charlotte,1729.0,USD,12396.0,USD,349.0,USD,4975.0,USD,10200.0,employees
Sonic Automotive,10,2021,"Automotive Retailing, Services",Retailing,USA,NC,Charlotte,2038.0,USD,9767.0,USD,51.0,USD,3746.0,USD,8100.0,employees
"Sonic Automotive, Inc.",12,2014,"Automotive Retailing, Services",,USA,NC,,1180.0,USD,8843.0,USD,82.0,USD,3051.0,USD,,employees
"Sonic Automotive, Inc.",12,2013,"Automotive Retailing, Services",,USA,NC,,123.28,USD,854.84,USD,89.1,USD,277.67,USD,,employees
"Sonic Automotive, Inc.",12,2012,"Automotive Retailing, Services",,USA,NC,Charlotte,,USD,7871.3,USD,,USD,,USD,,employees
Southwest Airlines Co.,16,2014,Airlines,,USA,TX,,16574.0,USD,17699.0,USD,754.0,USD,19345.0,USD,,employees
Southwest Airlines Co.,16,2013,Airlines,,USA,TX,,981.47,USD,170.88,USD,421.0,USD,185.96,USD,,employees
Southwest Airlines Co.,16,2012,Airlines,,USA,TX,Dallas,,USD,15658.0,USD,,USD,,USD,,employees
SpartanNash,9,2023,Wholesalers: Food and Grocery,Wholesalers,USA,MI,Byron Center,870.0,USD,9643.0,USD,35.0,USD,2307.0,USD,14000.0,employees
SpartanNash,9,2022,Wholesalers: Food and Grocery,Wholesalers,USA,MI,Byron Center,1185.0,USD,8931.0,USD,74.0,USD,2207.0,USD,13300.0,employees
SpartanNash,9,2021,Wholesalers: Food and Grocery,Wholesalers,USA,MI,Byron Center,709.0,USD,9349.0,USD,76.0,USD,2277.0,USD,14400.0,employees
Sprint Corporation,10,2005,Telecommunications,,USA,KS,,,USD,27428.0,USD,,USD,,USD,,employees
Sprint Corporation,10,2004,Telecommunications,,USA,KS,,,USD,26202.0,USD,,USD,,USD,,employees
Sprint Corporation,10,2003,Telecommunications,,USA,KS,,,USD,27180.0,USD,,USD,,USD,,employees
Stanley Black & Decker,10,2023,"Home Equipment, Furnishings",Household Products,USA,CT,New Britain,12333.0,USD,18004.0,USD,1063.0,USD,24963.0,USD,54200.0,employees
Stanley Black & Decker,10,2022,"Home Equipment, Furnishings",Household Products,USA,CT,New Britain,22843.0,USD,17253.0,USD,1689.0,USD,28180.0,USD,71300.0,employees
Stanley Black & Decker,10,2021,"Home Equipment, Furnishings",Household Products,USA,CT,New Britain,32152.0,USD,14535.0,USD,1234.0,USD,23566.0,USD,58350.0,employees
"Staples, Inc.",19,2014,Specialty Retailers: Other,,USA,MA,,7379.0,USD,23314.0,USD,620.0,USD,11175.0,USD,,employees
"Staples, Inc.",19,2013,Specialty Retailers: Other,,USA,MA,,896.93,USD,2467.19,USD,-210.7,USD,122.8,USD,,employees
"Staples, Inc.",19,2012,Specialty Retailers: Other,,USA,MA,Framingham,,USD,25022.2,USD,,USD,,USD,,employees
Starbucks Corporation,12,2014,Food Services,,USA,WA,,55467.0,USD,14892.0,USD,8.0,USD,11517.0,USD,,employees
Starbucks Corporation,12,2013,Food Services,,USA,WA,,4267.26,USD,1329.95,USD,1383.8,USD,821.92,USD,,employees
Starbucks Corporation,12,2012,Food Services,,USA,WA,Seattle,,USD,11700.4,USD,,USD,,USD,,employees
"Starwood Hotels & Resorts Worldwide, Inc.",16,2014,"Hotels, Casinos, Resorts",,USA,CT,,15277.0,USD,6115.0,USD,635.0,USD,8762.0,USD,,employees
"Starwood Hotels & Resorts Worldwide, Inc.",16,2013,"Hotels, Casinos, Resorts",,USA,CT,,1234.57,USD,63.21,USD,562.0,USD,88.61,USD,,employees
"Starwood Hotels & Resorts Worldwide, Inc.",16,2012,"Hotels, Casinos, Resorts",,USA,CT,Stamford,,USD,5624.0,USD,,USD,,USD,,employees
State Farm Insurance Cos.,18,2018,Insurance: Property and Casualty (Mutual),Financials,USA,IL,Bloomington,,USD,78331.0,USD,2207.0,USD,272345.0,USD,65664.0,employees
State Farm Insurance Cos.,18,2017,Insurance: Property and Casualty (Mutual),Financials,USA,IL,Bloomington,,USD,76132.0,USD,350.0,USD,256030.0,USD,68234.0,employees
State Farm Insurance Cos.,18,2016,Insurance: Property and Casualty (Mutual),Financials,USA,IL,Bloomington,,USD,75697.0,USD,6229.0,USD,241183.0,USD,70425.0,employees
State Street Corporation,15,2014,Commercial Banks,,USA,MA,,30020.0,USD,10295.0,USD,2136.0,USD,243291.0,USD,,employees
State Street Corporation,15,2013,Commercial Banks,,USA,MA,,2699.71,USD,101.25,USD,2061.0,USD,2225.82,USD,,employees
State Street Corporation,15,2012,Commercial Banks,,USA,MA,Boston,,USD,10207.0,USD,,USD,,USD,,employees
Steel Dynamics,9,2023,Metals,Materials,USA,IN,Fort Wayne,19286.0,USD,22261.0,USD,3863.0,USD,14160.0,USD,12060.0,employees
Steel Dynamics,9,2022,Metals,Materials,USA,IN,Fort Wayne,15812.0,USD,18409.0,USD,3214.0,USD,12531.0,USD,10640.0,employees
Steel Dynamics,9,2021,Metals,Materials,USA,IN,Fort Wayne,10722.0,USD,9602.0,USD,551.0,USD,9266.0,USD,9625.0,employees
Stryker Corporation,12,2014,Medical Products and Equipment,,USA,MI,,30785.0,USD,9021.0,USD,1006.0,USD,15743.0,USD,,employees
Stryker Corporation,12,2013,Medical Products and Equipment,,USA,MI,,2482.46,USD,86.57,USD,1298.0,USD,132.06,USD,,employees
Stryker Corporation,12,2012,Medical Products and Equipment,,USA,MI,Kalamazoo,,USD,8307.0,USD,,USD,,USD,,employees
"Sun Microsystems, Inc.",15,2010,"Computers, Office Equipment",,USA,CA,Santa Clara,,USD,11449.0,USD,,USD,,USD,,employees
"Sun Microsystems, Inc.",15,2009,"Computers, Office Equipment",,USA,CA,Santa Clara,,USD,13880.0,USD,,USD,,USD,,employees
"Sun Microsystems, Inc.",15,2008,"Computers, Office Equipment",,USA,CA,Santa Clara,,USD,13873.0,USD,,USD,,USD,,employees
"SunTrust Banks, Inc.",19,2014,Commercial Banks,,USA,GA,,21274.0,USD,8602.0,USD,1344.0,USD,175335.0,USD,,employees
"SunTrust Banks, Inc.",19,2013,Commercial Banks,,USA,GA,,1552.69,USD,112.4,USD,1958.0,USD,1734.42,USD,,employees
"SunTrust Banks, Inc.",19,2012,Commercial Banks,,USA,GA,Atlanta,,USD,9602.0,USD,,USD,,USD,,employees
"Sunoco, Inc.",13,2012,Petroleum Refining,,USA,PA,Philadelphia,,USD,45765.0,USD,,USD,,USD,,employees
"Sunoco, Inc.",13,2011,Petroleum Refining,,USA,PA,Philadelphia,,USD,35453.0,USD,,USD,,USD,,employees
"Sunoco, Inc.",13,2010,Petroleum Refining,,USA,PA,Philadelphia,,USD,29630.0,USD,,USD,,USD,,employees
Supervalu Inc.,16,2014,Food & Drug Stores,,USA,MN,,1776.0,USD,34327.0,USD,-1466.0,USD,11034.0,USD,,employees
Supervalu Inc.,16,2013,Food & Drug Stores,,USA,MN,,1075.8,USD,36100.0,USD,-1040.0,USD,12053.0,USD,,employees
Supervalu Inc.,16,2012,Food & Drug Stores,,USA,MN,Eden Prairie,,USD,37534.0,USD,,USD,,USD,,employees
Sysco Corporation,17,2014,Wholesalers: Food and Grocery,,USA,TX,,21134.0,USD,44411.0,USD,992.0,USD,12664.0,USD,,employees
Sysco Corporation,17,2013,Wholesalers: Food and Grocery,,USA,TX,,20609.3,USD,42380.9,USD,1121.6,USD,12095.0,USD,,employees
Sysco Corporation,17,2012,Wholesalers: Food and Grocery,,USA,TX,Houston,,USD,39323.5,USD,,USD,,USD,,employees
TJX,9,2023,Specialty Retailers: Apparel,Retailing,USA,MA,Framingham,90315.0,USD,49936.0,USD,3498.0,USD,28349.0,USD,329000.0,employees
TJX,9,2022,Specialty Retailers: Apparel,Retailing,USA,MA,Framingham,71195.0,USD,48550.0,USD,3283.0,USD,28462.0,USD,340000.0,employees
TJX,9,2021,Specialty Retailers: Apparel,Retailing,USA,MA,Framingham,79775.0,USD,32137.0,USD,91.0,USD,30814.0,USD,320000.0,employees
TRW Automotive Holdings Corp.,10,2014,Motor Vehicles & Parts,,USA,MI,,9329.0,USD,17435.0,USD,970.0,USD,12252.0,USD,,employees
TRW Automotive Holdings Corp.,10,2013,Motor Vehicles & Parts,,USA,MI,,656.11,USD,164.44,USD,1008.0,USD,108.57,USD,,employees
TRW Automotive Holdings Corp.,10,2012,Motor Vehicles & Parts,,USA,MI,Livonia,,USD,16244.0,USD,,USD,,USD,,employees
Target,11,2023,General Merchandisers,Retailing,USA,MN,Minneapolis,76250.0,USD,109120.0,USD,2780.0,USD,53335.0,USD,440000.0,employees
Target,11,2022,General Merchandisers,Retailing,USA,MN,Minneapolis,98134.0,USD,106005.0,USD,6946.0,USD,53811.0,USD,450000.0,employees
Target,11,2021,General Merchandisers,Retailing,USA,MN,Minneapolis,98761.0,USD,93561.0,USD,4368.0,USD,51248.0,USD,409000.0,employees
Target Corporation,13,2013,General Merchandisers,,USA,MN,,43903.0,USD,73301.0,USD,2999.0,USD,48163.0,USD,,employees
Target Corporation,13,2012,General Merchandisers,,USA,MN,Minneapolis,,USD,69865.0,USD,,USD,,USD,,employees
Target Corporation,13,2011,General Merchandisers,,USA,MN,Minneapolis,,USD,67390.0,USD,,USD,,USD,,employees
Teachers Insurance and Annuity Association College Retiremen,16,2013,"Insurance: Life, Health (Mutual)",,USA,NY,,,USD,32156.0,USD,2060.0,USD,451775.5,USD,,employees
Teachers Insurance and Annuity Association College Retiremen,16,2012,"Insurance: Life, Health (Mutual)",,USA,NY,New York,,USD,34079.0,USD,,USD,,USD,,employees
Teachers Insurance and Annuity Association College Retiremen,16,2011,"Insurance: Life, Health (Mutual)",,USA,NY,New York,,USD,32224.9,USD,,USD,,USD,,employees
Tech Data Corporation,19,2014,Wholesalers: Electronics and Office Equipment,,USA,FL,,2327.0,USD,26822.0,USD,180.0,USD,7170.0,USD,,employees
Tech Data Corporation,19,2013,Wholesalers: Electronics and Office Equipment,,USA,FL,,172.15,USD,253.61,USD,214.6,USD,680.63,USD,,employees
Tech Data Corporation,19,2012,Wholesalers: Electronics and Office Equipment,,USA,FL,Clearwater,,USD,26488.1,USD,,USD,,USD,,employees
Temple-Inland Inc.,11,2007,"Packaging, Containers",,USA,TX,Austin,,USD,5581.0,USD,,USD,,USD,,employees
Temple-Inland Inc.,11,2006,"Packaging, Containers",,USA,TX,,,USD,4910.0,USD,,USD,,USD,,employees
Temple-Inland Inc.,11,2005,"Packaging, Containers",,USA,TX,,,USD,4767.0,USD,,USD,,USD,,employees
Tenet Healthcare,9,2023,Health Care: Medical Facilities,Health Care,USA,TX,Dallas,6077.0,USD,19174.0,USD,411.0,USD,27156.0,USD,89088.0,employees
Tenet Healthcare,9,2022,Health Care: Medical Facilities,Health Care,USA,TX,Dallas,9388.0,USD,19485.0,USD,914.0,USD,27579.0,USD,88968.0,employees
Tenet Healthcare,9,2021,Health Care: Medical Facilities,Health Care,USA,TX,Dallas,5537.0,USD,17640.0,USD,399.0,USD,27106.0,USD,97900.0,employees
Tenet Healthcare Corporation,18,2014,Health Care: Medical Facilities,,USA,TX,,4152.0,USD,12081.0,USD,-134.0,USD,16130.0,USD,,employees
Tenet Healthcare Corporation,18,2013,Health Care: Medical Facilities,,USA,TX,,496.19,USD,100.58,USD,152.0,USD,90.44,USD,,employees
Tenet Healthcare Corporation,18,2012,Health Care: Medical Facilities,,USA,TX,Dallas,,USD,9601.0,USD,,USD,,USD,,employees
Tenneco Inc.,9,2014,Motor Vehicles & Parts,,USA,IL,,3537.0,USD,7964.0,USD,183.0,USD,3830.0,USD,,employees
Tenneco Inc.,9,2013,Motor Vehicles & Parts,,USA,IL,,238.02,USD,73.63,USD,275.0,USD,36.08,USD,,employees
Tenneco Inc.,9,2012,Motor Vehicles & Parts,,USA,IL,Lake Forest,,USD,7205.0,USD,,USD,,USD,,employees
Terex Corporation,11,2014,Construction and Farm Machinery,,USA,CT,,4904.0,USD,7310.0,USD,226.0,USD,6537.0,USD,,employees
Terex Corporation,11,2013,Construction and Farm Machinery,,USA,CT,,381.03,USD,734.84,USD,105.8,USD,674.62,USD,,employees
Terex Corporation,11,2012,Construction and Farm Machinery,,USA,CT,Westport,,USD,6504.6,USD,,USD,,USD,,employees
Tesoro Corporation,10,2014,Petroleum Refining,,USA,TX,,6667.0,USD,39193.0,USD,412.0,USD,13389.0,USD,,employees
Tesoro Corporation,10,2013,Petroleum Refining,,USA,TX,,8046.2,USD,32484.0,USD,743.0,USD,10702.0,USD,,employees
Tesoro Corporation,10,2012,Petroleum Refining,,USA,TX,San Antonio,,USD,29927.0,USD,,USD,,USD,,employees
Texas Instruments Incorporated,18,2014,Semiconductors and Other Electronic Components,,USA,TX,,51131.0,USD,12205.0,USD,2162.0,USD,18938.0,USD,,employees
Texas Instruments Incorporated,18,2013,Semiconductors and Other Electronic Components,,USA,TX,,3919.79,USD,128.25,USD,1759.0,USD,200.21,USD,,employees
Texas Instruments Incorporated,18,2012,Semiconductors and Other Electronic Components,,USA,TX,Dallas,,USD,13735.0,USD,,USD,,USD,,employees
Textron,9,2023,Aerospace & Defense,Aerospace & Defense,USA,RI,Providence,14385.0,USD,12869.0,USD,861.0,USD,16293.0,USD,34000.0,employees
Textron,9,2022,Aerospace & Defense,Aerospace & Defense,USA,RI,Providence,16091.0,USD,12382.0,USD,746.0,USD,15827.0,USD,33000.0,employees
Textron,9,2021,Aerospace & Defense,Aerospace & Defense,USA,RI,Providence,12726.0,USD,11651.0,USD,309.0,USD,15443.0,USD,33000.0,employees
Textron Inc.,18,2014,Aerospace & Defense,,USA,RI,,11099.0,USD,12104.0,USD,498.0,USD,12944.0,USD,,employees
Textron Inc.,18,2013,Aerospace & Defense,,USA,RI,,809.47,USD,122.37,USD,589.0,USD,130.33,USD,,employees
Textron Inc.,18,2012,Aerospace & Defense,,USA,RI,Providence,,USD,11275.0,USD,,USD,,USD,,employees
The AES Corporation,10,2014,Utilities: Gas and Electric,,USA,VA,,10337.0,USD,16580.0,USD,114.0,USD,40411.0,USD,,employees
The AES Corporation,10,2013,Utilities: Gas and Electric,,USA,VA,,937.42,USD,182.07,USD,-912.0,USD,418.3,USD,,employees
The AES Corporation,10,2012,Utilities: Gas and Electric,,USA,VA,Arlington,,USD,17759.0,USD,,USD,,USD,,employees
The Allstate Corporation,19,2014,Insurance: Property and Casualty (Stock),,USA,IL,,25296.0,USD,34507.0,USD,2280.0,USD,123520.0,USD,,employees
The Allstate Corporation,19,2013,Insurance: Property and Casualty (Stock),,USA,IL,,23428.3,USD,33315.0,USD,2306.0,USD,126947.0,USD,,employees
The Allstate Corporation,19,2012,Insurance: Property and Casualty (Stock),,USA,IL,Northbrook,,USD,32654.0,USD,,USD,,USD,,employees
"The Bank of New York Company, Inc.",10,2007,Commercial Banks,,USA,NY,New York,,USD,11891.0,USD,,USD,,USD,,employees
"The Bank of New York Company, Inc.",10,2006,Commercial Banks,,USA,NY,,,USD,8312.0,USD,,USD,,USD,,employees
"The Bank of New York Company, Inc.",10,2005,Commercial Banks,,USA,NY,,,USD,7144.0,USD,,USD,,USD,,employees
"The Bear Stearns Companies, Inc.",13,2008,Securities,,USA,NY,New York,,USD,16151.0,USD,,USD,,USD,,employees
"The Bear Stearns Companies, Inc.",13,2007,Securities,,USA,NY,New York,,USD,16551.4,USD,,USD,,USD,,employees
"The Bear Stearns Companies, Inc.",13,2006,Securities,,USA,NY,,,USD,11552.4,USD,,USD,,USD,,employees
The Black & Decker Corporation,15,2010,"Home Equipment, Furnishings",,USA,MD,Towson,,USD,4775.1,USD,,USD,,USD,,employees
The Black & Decker Corporation,15,2009,"Home Equipment, Furnishings",,USA,MD,Towson,,USD,6086.1,USD,,USD,,USD,,employees
The Black & Decker Corporation,15,2008,Industrial and Farm Equipment,,USA,MD,Towson,,USD,6563.2,USD,,USD,,USD,,employees
The Boeing Company,17,2013,Aerospace & Defense,,USA,IL,,64916.8,USD,81698.0,USD,3900.0,USD,88896.0,USD,,employees
The Boeing Company,17,2012,Aerospace & Defense,,USA,IL,Chicago,,USD,68735.0,USD,,USD,,USD,,employees
The Boeing Company,17,2011,Aerospace & Defense,,USA,IL,Chicago,,USD,64306.0,USD,,USD,,USD,,employees
The Charles Schwab Corporation,16,2014,Securities,,USA,CA,,35489.0,USD,5539.0,USD,1071.0,USD,143642.0,USD,,employees
The Charles Schwab Corporation,16,2013,Securities,,USA,CA,,2260.76,USD,50.49,USD,928.0,USD,1336.37,USD,,employees
The Charles Schwab Corporation,16,2012,Securities,,USA,CA,San Francisco,,USD,4884.0,USD,,USD,,USD,,employees
The Chubb Corporation,10,2014,Insurance: Property and Casualty (Stock),,USA,NJ,,21931.0,USD,13947.0,USD,2345.0,USD,50433.0,USD,,employees
The Chubb Corporation,10,2013,Insurance: Property and Casualty (Stock),,USA,NJ,,2284.32,USD,135.95,USD,1545.0,USD,521.84,USD,,employees
The Chubb Corporation,10,2012,Insurance: Property and Casualty (Stock),,USA,NJ,Warren,,USD,13585.0,USD,,USD,,USD,,employees
The Clorox Company,15,2014,Household and Personal Products,,USA,CA,,11433.0,USD,5623.0,USD,572.0,USD,4311.0,USD,,employees
The Clorox Company,15,2013,Household and Personal Products,,USA,CA,,1159.41,USD,54.68,USD,541.0,USD,43.55,USD,,employees
The Clorox Company,15,2012,Household and Personal Products,,USA,CA,Oakland,,USD,5326.0,USD,,USD,,USD,,employees
The Coca-Cola Company,19,2014,Beverages,,USA,GA,,170331.0,USD,46854.0,USD,8584.0,USD,90055.0,USD,,employees
The Coca-Cola Company,19,2013,Beverages,,USA,GA,,180229.7,USD,48017.0,USD,9019.0,USD,86174.0,USD,,employees
The Coca-Cola Company,19,2012,Beverages,,USA,GA,Atlanta,,USD,46542.0,USD,,USD,,USD,,employees
The Dow Chemical Company,17,2013,Chemicals,,USA,MI,,38347.0,USD,56786.0,USD,1182.0,USD,69605.0,USD,,employees
The Dow Chemical Company,17,2012,Chemicals,,USA,MI,Midland,,USD,59985.0,USD,,USD,,USD,,employees
The Dow Chemical Company,17,2011,Chemicals,,USA,MI,Midland,,USD,53674.0,USD,,USD,,USD,,employees
The Est_e Lauder Companies Inc.,9,2005,Household and Personal Products,,USA,NY,,,USD,5790.4,USD,,USD,,USD,,employees
The Est_e Lauder Companies Inc.,9,2004,Household and Personal Products,,USA,NY,,,USD,5117.6,USD,,USD,,USD,,employees
The Est_e Lauder Companies Inc.,9,2002,Household and Personal Products,,USA,NY,,,USD,4608.1,USD,,USD,,USD,,employees
"The Gap, Inc.",19,2014,Specialty Retailers: Apparel,,USA,CA,,17906.0,USD,16148.0,USD,1280.0,USD,7849.0,USD,,employees
"The Gap, Inc.",19,2013,Specialty Retailers: Apparel,,USA,CA,,1647.19,USD,156.51,USD,1135.0,USD,74.7,USD,,employees
"The Gap, Inc.",19,2012,Specialty Retailers: Apparel,,USA,CA,San Francisco,,USD,14549.0,USD,,USD,,USD,,employees
"The Goldman Sachs Group, Inc.",10,2014,Commercial Banks,,USA,NY,,73646.0,USD,40874.0,USD,8040.0,USD,911507.0,USD,,employees
"The Goldman Sachs Group, Inc.",10,2013,Commercial Banks,,USA,NY,,68498.8,USD,41664.0,USD,7475.0,USD,938555.0,USD,,employees
"The Goldman Sachs Group, Inc.",10,2012,Commercial Banks,,USA,NY,New York,,USD,36793.0,USD,,USD,,USD,,employees
"The Home Depot, Inc.",18,2013,Specialty Retailers: Other,,USA,GA,,103659.4,USD,74754.0,USD,4535.0,USD,41084.0,USD,,employees
"The Home Depot, Inc.",18,2012,Specialty Retailers: Other,,USA,GA,Atlanta,,USD,70395.0,USD,,USD,,USD,,employees
"The Home Depot, Inc.",18,2011,Specialty Retailers: Other,,USA,GA,Atlanta,,USD,67997.0,USD,,USD,,USD,,employees
